gene_id,Gene name,HGNC symbol,H/C,Log2FC,C_0113_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_CAP_mRNASeq
ENSG00000279526,AC011239.2,,2.17851341425544,1.1233439967142778,37.378731752206356,81.66675898504913,56.11914657119338,122.0196231469001
ENSG00000232228,RP11-77O7.1,,2.178645287901069,1.1234313258512851,17.651067771875226,47.55279637104126,11.053771294325967,14.984866000496506
ENSG00000159398,CES5A,CES5A,2.1803272302131185,1.124544675358765,9.344682938051587,11.371320871335952,7.652610896071824,25.688341715136858
ENSG00000225813,AC009299.4,,2.1808824206159203,1.1249119910850547,97.60002179742771,340.1058696972299,114.78916344107736,123.08997071836413
ENSG00000011600,TYROBP,TYROBP,2.182148389752159,1.125749210680977,143.28513838345768,176.77235172713162,165.8065694148895,497.71162073077664
ENSG00000151365,THRSP,THRSP,2.183396820781168,1.1265743563233568,10.382981042279543,40.3165012711002,14.454931692580113,13.914518429032466
ENSG00000258813,RP11-109N23.4,,2.1838877600717326,1.1268987115009257,42.62286398723049,64.09289945662083,34.10164970408522,103.4648268912996
ENSG00000254692,RP11-468E2.1,,2.184069114526259,1.1270185108395412,38.74554737661204,96.66966624011265,52.550223936295346,102.72660817126085
ENSG00000244734,HBB,HBB,2.184482240625794,1.1272913770271549,1673.7365440154626,3971.6922534247938,2195.44903707305,4480.474934148455
ENSG00000251535,RP11-478C6.1,,2.1844937352948417,1.1272989684179628,4.153192416911819,11.371320871335952,5.952030696944753,10.70347571464036
ENSG00000283400,RP11-203E14.1,,2.184593620051148,1.1273649333350673,6.2297886253677275,4.135025771394893,5.952030696944753,22.477299000744754
ENSG00000276542,RP11-115D19.2,,2.185049906380113,1.1276662311514378,15.574471563419314,66.16041234231828,28.909863385160225,31.04007957245704
ENSG00000273237,CTB-119C2.1,,2.185252854820535,1.1278002231079507,26.99575070992681,28.94518039976425,19.556672289961327,72.78363485955444
ENSG00000223969,AC002456.2,,2.1852576176447442,1.1278033675016825,19.727663980331133,20.675128856974467,12.75435149345304,50.306442893566846
ENSG00000167476,JSRP1,JSRP1,2.185645033816206,1.1280591148542825,7.268086729595681,17.58264645819251,11.060573615122475,22.477299000744754
ENSG00000108342,CSF3,CSF3,2.186785516274254,1.128811725286815,9.344682938051587,8.270051542789785,7.652610896071824,28.899384429528972
ENSG00000257023,RP11-268P4.4,,2.1888160655884734,1.130150724545037,25.211746907242347,36.93115567205921,19.120303410865322,60.103548284691456
ENSG00000256953,RP11-6B19.2,,2.189593502073313,1.1306630584214088,4.344955693781678,4.19455980493855,5.209438341391934,16.725679290725612
ENSG00000144045,DQX1,DQX1,2.1903077007673497,1.1311335580402404,4.153192416911819,17.573859528428294,6.802320796508287,6.422085428784214
ENSG00000205106,DKFZp779M0652,,2.1913710473439436,1.131833785031357,26.99575070992681,17.573859528428294,9.353191095198897,62.08015914491408
ENSG00000144824,PHLDB2,PHLDB2,2.1916263919653196,1.132001882058332,254.2708993405922,234.6182609996176,379.32376660638863,1153.9845306982359
ENSG00000243422,RPL23AP49,RPL23AP49,2.192015834014572,1.1322582196359374,11.4212791465075,19.646851323272838,3.4011603982541434,12.844170857568429
ENSG00000249382,RP11-340A13.1,,2.1925544919174866,1.1326126986527678,31.148943126838628,37.21523194255403,29.760153484723762,96.33128143176323
ENSG00000214102,WEE2,WEE2,2.192673852588544,1.132691235520053,14.536173459191362,17.573859528428294,16.155511891707185,49.722996432361796
ENSG00000241336,LINC01487,LINC01487,2.1927604824050895,1.132748233480662,11.4212791465075,11.371320871335952,2.550870298690608,19.26625628635265
ENSG00000179270,C2orf71,C2orf71,2.19279471965612,1.132770759208877,38.41702985643431,37.21523194255403,19.556672289961327,89.90919600297902
ENSG00000253831,ETV3L,ETV3L,2.193228798396141,1.1330563223140682,9.422877168280996,10.365889355021288,5.184550350177709,21.67154134894663
ENSG00000272384,RP11-44N11.2,,2.1937144100295733,1.1333757198831393,18.689365876103174,7.236295099941063,5.101740597381216,44.95459800148951
ENSG00000238523,RNU7-107P,RNU7-107P,2.193869490882066,1.1334777051132676,3.1148943126838637,13.4388337570334,9.353191095198897,13.914518429032466
ENSG00000261447,RP11-109D9.4,,2.194380047999706,1.1338134099169745,7.268086729595681,12.405077314184675,7.652610896071824,20.336603857816684
ENSG00000258578,RP11-98L12.2,,2.19454836425144,1.1339240651835851,4.153192416911819,9.303807985638507,9.353191095198897,20.336603857816684
ENSG00000276839,Metazoa_SRP,,2.1958093465799062,1.1347527962901478,3.654279794849244,18.743658319155905,7.1348437457446,4.947199992685347
ENSG00000176840,MIR7-3HG,MIR7-3HG,2.1983078946105343,1.1363934640483515,246.95089770578514,289.5272682179704,141.76376655963102,564.9872469875772
ENSG00000226113,RP11-672F9.1,,2.1992583222062128,1.1370170713496424,12.980906728868305,14.003264774828803,11.789017143418555,40.47219644171242
ENSG00000274618,HIST1H4F,HIST1H4F,2.199790216037728,1.1373659470622308,45.68511658603,36.181475499705314,30.610443584287296,131.65275129007642
ENSG00000203527,Z99756.1,,2.1998484322736944,1.1374041266863533,7.086727199730184,18.27247213250546,12.457770306725278,24.72246006664772
ENSG00000224046,AC005076.5,,2.200070809134974,1.1375499575426244,26.99575070992681,16.54010308557957,13.604641593016574,72.78363485955444
ENSG00000236472,AC002401.1,,2.2003188113563223,1.137712575676974,7.309639419726881,13.4388337570334,5.121900975641867,13.914518429032466
ENSG00000197019,SERTAD1,SERTAD1,2.200804547578915,1.1380310258476274,162.7033895287289,160.50516034246417,155.24341550801168,539.2336140705811
ENSG00000233360,Z83844.1,,2.201500536109914,1.1384871956002753,8.306384833823634,5.168782214243617,4.251450497817681,22.477299000744754
ENSG00000215529,EFCAB8,EFCAB8,2.2025368497793636,1.139166156511963,8.306384833823634,12.405077314184675,8.502900995635361,24.617994143672828
ENSG00000163751,CPA3,CPA3,2.2039027111420295,1.1400605391310032,6.2297886253677275,34.11396261400786,47.616245575558025,84.55745814565884
ENSG00000224570,RP11-430H12.2,,2.2040792112592875,1.1401760731093649,9.344682938051587,29.978936842612967,14.454931692580113,22.477299000744754
