gene_id,Gene name,HGNC symbol,H_1105_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0113_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_CAP_L2FC,C_CAP_L2FC,all_L2FC,Entropy,Weighted,T-test Statistic,p-value
ENSG00000151360,ALLC,ALLC,29.183252474888572,19.31733027857368,43.76199229302214,57.57832785135775,-0.5952449581099559,-0.39584747254050867,-1.063134304539222,1.8895134352581837,-0.04117832498287577,-3.112382080346263,0.10147275370204528
ENSG00000228139,LINC01402,LINC01402,0.8583309551437817,0.9658665139286838,4.558540863856472,7.780855115048343,0.17028978825302074,-0.771356607632715,-2.7579379608308914,1.5104436304416167,-0.4621402874422422,-3.2614286460240205,0.18895963021183815
ENSG00000184697,CLDN6,CLDN6,16.308373980827366,30.907728445717886,10.117134422425776,13.227453695582184,0.922354681697623,-0.38673464852490963,1.016190821037845,1.8646237114864683,0.8541086414242567,1.5992174749766381,0.3404854252151618
ENSG00000244734,HBB,HBB,3592.973378231871,3710.8591465140034,1469.6735745073263,2009.0167907054824,0.0465749956628384,-0.4509938644119388,1.0701094132108253,1.901467008341411,0.6417893882007839,6.928648581419162,0.0774009640473718
ENSG00000066735,KIF26A,KIF26A,25.74992865431345,27.044262390003148,63.819572093990615,82.47706421951243,0.07075411470210621,-0.3699940452509473,-1.470445495678567,1.825697949532393,0.014003130826246213,-4.999506651921986,0.12394658579029419
ENSG00000273447,AC004067.5,,16.30828814773185,20.283196792502363,6.3819572093990615,3.890427557524172,0.31467969758819575,0.7140702195375267,1.83273681690819,1.7426425031295418,1.1510323092908634,5.61027965704418,0.04408583156730334
ENSG00000162592,CCDC27,CCDC27,17.717324243695884,19.20181264350781,7.5939638201177635,6.8129011770261005,0.11608176967891884,0.1565838453128825,1.3576123930695443,1.8549592227041651,0.8713093076913776,13.420708384723902,0.01481354234679853
ENSG00000078900,TP73,TP73,13.761362704533708,16.419730736787624,40.65525552348666,31.331247100316315,0.2548071304212062,0.37583966671656266,-1.2540813537445035,1.8653984951918845,0.31049098464628744,-4.311805753454974,0.11841789008963573
ENSG00000276302,RP5-874C20.8,,7.076200560539056,5.483484983531898,11.27755658472908,20.47913285425609,-0.36788186129683254,-0.8607001040033452,-1.3382601786856019,1.8127320549402075,-0.18852752226139302,-2.055705488238282,0.277045407113089
ENSG00000261051,RP11-274H2.5,,62.65815972549606,78.23518762822339,30.99807787422401,24.898736368154697,0.320315232257628,0.31610623361762435,1.3337655264338186,1.8521308365298448,0.9555794572097289,5.0809139789041815,0.08201608809985482
ENSG00000239445,ST3GAL6-AS1,ST3GAL6-AS1,23.17493578888211,22.214929820359732,13.675622591569415,8.558940626553177,-0.0610357578534351,0.6761023693385061,1.029566152467077,1.900800463424026,0.8863583068440435,4.44784269746219,0.12837429640260453
ENSG00000259318,RP11-454L9.2,,15.449957192588071,7.726932111429472,38.291743256394355,35.791933529222376,-0.9996352131892916,0.09739885908903216,-1.6764687541644865,1.772114375970833,-0.2016476830734782,-6.271222528501667,0.07229293843959085
ENSG00000260151,RP11-748L13.6,,14.591626237444286,23.180796334288413,51.05565767519249,46.68513069029006,0.6677894477238376,0.12910771881637062,-1.3716274258160155,1.842194203712328,0.3168659861091302,-6.2226014297368835,0.04859103415328379
